CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
22623880000195;AUTO POSTO DELABRANTE LTDA;RUA SALDANHA MARINHO,1174;;CENTRO;GUARAPUAVA;PR;Etanol;2,92;24/09/2018 16:03
22623880000195;AUTO POSTO DELABRANTE LTDA;RUA SALDANHA MARINHO,1174;;CENTRO;GUARAPUAVA;PR;Diesel S10;3,39;24/09/2018 16:03
23830523000160;AUTO POSTO CAMPECHE EIRELI;RODOVIA FRANCISCO MAGNO VIEIRA,3.950;;CAMPECHE;FLORIANOPOLIS;SC;Gasolina;4,199;18/07/2018 17:49
23830523000160;AUTO POSTO CAMPECHE EIRELI;RODOVIA FRANCISCO MAGNO VIEIRA,3.950;;CAMPECHE;FLORIANOPOLIS;SC;Diesel S10;3,299;18/07/2018 17:49
23859521000102;AUTO POSTO COLOSSAL MERCES LTDA;RUA MARTIM AFONSO,700;;MERCES;CURITIBA;PR;Gasolina;4,399;11/09/2018 11:19
23859521000102;AUTO POSTO COLOSSAL MERCES LTDA;RUA MARTIM AFONSO,700;;MERCES;CURITIBA;PR;Etanol;2,899;11/09/2018 11:19
23859521000102;AUTO POSTO COLOSSAL MERCES LTDA;RUA MARTIM AFONSO,700;;MERCES;CURITIBA;PR;Diesel S10;3,466;11/09/2018 11:19
24601882000109;POSTO KATIA LOCATELLI;RUA CEARA,1661;;VILA CELIA;CAMPO GRANDE;MS;Gasolina;4,057;23/07/2018 15:59
24601882000109;POSTO KATIA LOCATELLI;RUA CEARA,1661;;VILA CELIA;CAMPO GRANDE;MS;Etanol;2,997;23/07/2018 15:59
24601882000109;POSTO KATIA LOCATELLI;RUA CEARA,1661;;VILA CELIA;CAMPO GRANDE;MS;Diesel S10;3,497;23/07/2018 15:59
24610891000166;POSTO CAMPO GRANDE;AVENIDA CAPIBARIBE,327;;SILVIA REGINA;CAMPO GRANDE;MS;Gasolina;4,089;29/06/2018 18:31
24610891000166;POSTO CAMPO GRANDE;AVENIDA CAPIBARIBE,327;;SILVIA REGINA;CAMPO GRANDE;MS;Etanol;3,299;29/06/2018 18:31
24610891000166;POSTO CAMPO GRANDE;AVENIDA CAPIBARIBE,327;;SILVIA REGINA;CAMPO GRANDE;MS;Diesel S500;3,429;29/06/2018 18:31
24610891000166;POSTO CAMPO GRANDE;AVENIDA CAPIBARIBE,327;;SILVIA REGINA;CAMPO GRANDE;MS;Diesel S10;3,499;29/06/2018 18:31
24624785000131;POSTINHO;AVENIDA DO POETA,990;;DO DESBARRANCADO;CAMPO GRANDE;MS;Gasolina;4,399;13/09/2018 14:43
24624785000131;POSTINHO;AVENIDA DO POETA,990;;DO DESBARRANCADO;CAMPO GRANDE;MS;Etanol;3,199;13/09/2018 14:43
24624785000131;POSTINHO;AVENIDA DO POETA,990;;DO DESBARRANCADO;CAMPO GRANDE;MS;Diesel S500;3,769;31/08/2018 08:29
24624785000131;POSTINHO;AVENIDA DO POETA,990;;DO DESBARRANCADO;CAMPO GRANDE;MS;Diesel S10;3,799;31/08/2018 08:29
24725400000122;POSTO CORONEL;RODOVIA MT 320 KM 33,S/N;;ZONA RURAL;COLIDER;MT;Gasolina;4,92;15/08/2018 09:15
24725400000122;POSTO CORONEL;RODOVIA MT 320 KM 33,S/N;;ZONA RURAL;COLIDER;MT;Etanol;2,97;15/08/2018 09:15
24725400000122;POSTO CORONEL;RODOVIA MT 320 KM 33,S/N;;ZONA RURAL;COLIDER;MT;Diesel S500;3,87;15/08/2018 09:15
24725400000122;POSTO CORONEL;RODOVIA MT 320 KM 33,S/N;;ZONA RURAL;COLIDER;MT;Diesel S10;3,99;15/08/2018 09:15
25240709000195;POSTO INTERLAGOS;RUA ALMEIDA,700;QUADRA0082                LOTE  010E;VILA JARDIM RIO CLARO;JATAI;GO;Gasolina;5,06;21/09/2018 02:28
25240709000195;POSTO INTERLAGOS;RUA ALMEIDA,700;QUADRA0082                LOTE  010E;VILA JARDIM RIO CLARO;JATAI;GO;Etanol;3,94;21/09/2018 02:28
25240709000195;POSTO INTERLAGOS;RUA ALMEIDA,700;QUADRA0082                LOTE  010E;VILA JARDIM RIO CLARO;JATAI;GO;Diesel S500;3,89;21/09/2018 02:28
25240709000195;POSTO INTERLAGOS;RUA ALMEIDA,700;QUADRA0082                LOTE  010E;VILA JARDIM RIO CLARO;JATAI;GO;Diesel S10;3,94;21/09/2018 02:28
25865312000199;POSTOS SR;AVENIDA COLUMBIA,540;;RIACHO DAS PEDRAS;CONTAGEM;MG;Gasolina;4,677;21/06/2018 11:09
25865312000199;POSTOS SR;AVENIDA COLUMBIA,540;;RIACHO DAS PEDRAS;CONTAGEM;MG;Etanol;2,998;21/06/2018 11:09
25865312000199;POSTOS SR;AVENIDA COLUMBIA,540;;RIACHO DAS PEDRAS;CONTAGEM;MG;Diesel S500;3,439;21/06/2018 11:09
25865312000199;POSTOS SR;AVENIDA COLUMBIA,540;;RIACHO DAS PEDRAS;CONTAGEM;MG;Diesel S10;3,499;21/06/2018 11:09
26529830000447;AUTO POSTO VO CLOVIS LTDA;RUA BARAO DO RIO BRANCO,165;;CENTRO;BRUSQUE;SC;Gasolina;4,09;24/09/2018 14:28
